Date,ProductId,Product,Product_Type,Product_Category,Sales,Profit,Margin,COGS,Total_Expenses,Marketing,Inventory,Budget_Profit,Budget_COGS,Budget_Margin,Budget_Sales,Area_Code,State,Market,Market_Size
11-01-2010,2,Columbian,Coffee,Regular,200,71,112,88,41,29,561,90,100,130,230,918,Oklahoma,South,Small Market
11-01-2010,3,Decaf Irish Cream,Coffee,Decaf,88,30,52,36,22,10,862,40,40,60,100,580,Oklahoma,South,Small Market
11-01-2010,8,Chamomile,Herbal Tea,Decaf,121,13,67,54,54,20,391,20,50,60,110,918,Oklahoma,South,Small Market
11-01-2010,9,Lemon,Herbal Tea,Decaf,224,15,130,94,115,85,694,20,80,120,200,580,Oklahoma,South,Small Market
11-01-2010,4,Caffe Latte,Espresso,Regular,245,89,143,102,54,31,NULL,60,80,100,180,918,Oklahoma,South,Small Market
11-01-2010,5,Caffe Mocha,Espresso,Regular,80,29,48,32,19,8,482,30,20,40,60,918,Oklahoma,South,Small Market
11-01-2010,6,Decaf Espresso,Espresso,Decaf,197,62,119,78,57,25,798,40,60,90,150,918,Oklahoma,South,Small Market
11-01-2010,2,Columbian,Coffee,Regular,490,174,265,225,91,69,1272,230,260,320,580,956,Texas,South,Major Market
11-01-2010,3,Decaf Irish Cream,Coffee,Decaf,92,26,52,40,26,13,536,40,40,60,100,915,Texas,South,Major Market
11-01-2010,8,Chamomile,Herbal Tea,Decaf,138,32,79,59,47,19,411,40,50,70,120,713,Texas,South,Major Market
11-01-2010,9,Lemon,Herbal Tea,Decaf,114,31,68,46,37,14,424,30,40,60,100,936,Texas,South,Major Market
11-01-2010,4,Caffe Latte,Espresso,Regular,189,59,114,75,55,24,NULL,40,50,90,140,817,Texas,South,Major Market
11-01-2010,5,Caffe Mocha,Espresso,Regular,290,127,172,118,45,33,930,100,90,130,220,409,Texas,South,Major Market
11-01-2010,6,Decaf Espresso,Espresso,Decaf,123,48,73,50,25,14,589,40,30,60,90,210,Texas,South,Major Market
11-01-2010,8,Chamomile,Herbal Tea,Decaf,113,30,67,46,37,14,316,30,40,60,100,801,Utah,West,Small Market
11-01-2010,9,Lemon,Herbal Tea,Decaf,109,20,66,43,46,14,452,30,40,60,100,435,Utah,West,Small Market
11-01-2010,10,Mint,Herbal Tea,Decaf,122,-8,40,82,48,25,1804,0,70,40,110,801,Utah,West,Small Market
11-01-2010,11,Darjeeling,Tea,Regular,106,-7,62,44,69,40,325,-10,30,40,70,435,Utah,West,Small Market
11-01-2010,12,Earl Grey,Tea,Regular,82,9,47,35,38,11,248,10,20,30,50,435,Utah,West,Small Market
11-01-2010,13,Green Tea,Tea,Regular,76,-3,42,34,45,12,211,0,20,30,50,801,Utah,West,Small Market
11-01-2010,1,Amaretto,Coffee,Regular,150,39,81,69,42,21,1060,50,80,90,170,801,Utah,West,Small Market
11-01-2010,2,Columbian,Coffee,Regular,124,27,71,53,44,17,380,50,60,80,140,435,Utah,West,Small Market
11-01-2010,3,Decaf Irish Cream,Coffee,Decaf,184,38,102,82,64,31,601,60,90,120,210,801,Utah,West,Small Market
11-01-2010,4,Caffe Latte,Espresso,Regular,81,27,48,33,21,9,836,30,30,40,70,435,Utah,West,Small Market
11-01-2010,5,Caffe Mocha,Espresso,Regular,231,85,130,101,45,33,552,90,90,130,220,435,Utah,West,Small Market
11-01-2010,6,Decaf Espresso,Espresso,Decaf,132,52,78,54,26,15,885,50,50,70,120,435,Utah,West,Small Market
11-01-2010,8,Chamomile,Herbal Tea,Decaf,198,84,117,81,33,22,984,80,70,110,180,213,California,West,Major Market
11-01-2010,9,Lemon,Herbal Tea,Decaf,490,174,265,225,91,69,1272,160,210,240,450,213,California,West,Major Market
11-01-2010,10,Mint,Herbal Tea,Decaf,92,27,52,40,25,13,536,30,30,50,80,707,California,West,Major Market
11-01-2010,11,Darjeeling,Tea,Regular,290,128,172,118,44,33,930,110,80,130,210,213,California,West,Major Market
11-01-2010,12,Earl Grey,Tea,Regular,123,47,73,50,26,14,589,40,30,50,80,650,California,West,Major Market
11-01-2010,13,Green Tea,Tea,Regular,189,59,114,75,55,24,659,40,50,80,130,650,California,West,Major Market
11-01-2010,1,Amaretto,Coffee,Regular,116,-56,3,113,59,36,2758,-50,130,0,130,619,California,West,Major Market
11-01-2010,2,Columbian,Coffee,Regular,623,235,374,249,139,87,2580,310,290,450,740,951,California,West,Major Market
11-01-2010,3,Decaf Irish Cream,Coffee,Decaf,146,-127,-27,173,100,57,3909,-130,200,-30,170,909,California,West,Major Market
11-01-2010,4,Caffe Latte,Espresso,Regular,423,129,212,211,83,59,1778,140,200,210,410,559,California,West,Major Market
11-01-2010,5,Caffe Mocha,Espresso,Regular,289,26,168,121,142,109,912,40,110,170,280,818,California,West,Major Market
11-01-2010,6,Decaf Espresso,Espresso,Decaf,532,197,304,228,107,75,1691,190,220,290,510,707,California,West,Major Market
11-01-2010,8,Chamomile,Herbal Tea,Decaf,289,26,168,121,142,109,912,20,110,150,260,775,Nevada,West,Small Market
11-01-2010,9,Lemon,Herbal Tea,Decaf,412,138,239,173,101,57,1150,130,160,220,380,702,Nevada,West,Small Market
11-01-2010,10,Mint,Herbal Tea,Decaf,278,107,165,113,58,36,803,100,100,150,250,702,Nevada,West,Small Market
11-01-2010,11,Darjeeling,Tea,Regular,532,196,304,228,108,75,1691,140,160,220,380,702,Nevada,West,Small Market
11-01-2010,12,Earl Grey,Tea,Regular,423,128,212,211,84,59,1778,80,150,150,300,702,Nevada,West,Small Market
11-01-2010,13,Green Tea,Tea,Regular,32,-340,-245,245,127,93,7653,-280,180,-180,0,702,Nevada,West,Small Market
11-01-2010,2,Columbian,Coffee,Regular,74,-4,41,33,45,12,243,10,30,50,80,775,Nevada,West,Small Market
11-01-2010,3,Decaf Irish Cream,Coffee,Decaf,64,5,35,29,30,8,1003,20,30,40,70,775,Nevada,West,Small Market
11-01-2010,4,Caffe Latte,Espresso,Regular,43,31,43,0,12,0,387,30,0,40,40,775,Nevada,West,Small Market
11-01-2010,5,Caffe Mocha,Espresso,Regular,39,9,24,15,15,4,848,10,10,20,30,775,Nevada,West,Small Market
11-01-2010,6,Decaf Espresso,Espresso,Decaf,56,17,34,22,17,6,802,20,20,30,50,775,Nevada,West,Small Market
11-01-2010,8,Chamomile,Herbal Tea,Decaf,63,19,38,25,19,7,823,20,20,30,50,503,Oregon,West,Small Market
11-01-2010,9,Lemon,Herbal Tea,Decaf,200,70,112,88,42,29,561,70,80,100,180,971,Oregon,West,Small Market
11-01-2010,11,Darjeeling,Tea,Regular,80,28,48,32,20,8,482,30,20,30,50,541,Oregon,West,Small Market
11-01-2010,12,Earl Grey,Tea,Regular,197,62,119,78,57,25,798,50,50,90,140,971,Oregon,West,Small Market
11-01-2010,13,Green Tea,Tea,Regular,245,89,143,102,54,31,666,70,70,100,170,971,Oregon,West,Small Market
11-01-2010,1,Amaretto,Coffee,Regular,125,-4,73,52,77,47,509,10,60,80,140,541,Oregon,West,Small Market
11-01-2010,2,Columbian,Coffee,Regular,128,14,75,53,61,17,470,40,60,90,150,971,Oregon,West,Small Market
11-01-2010,3,Decaf Irish Cream,Coffee,Decaf,114,32,68,46,36,14,424,50,50,80,130,503,Oregon,West,Small Market
11-01-2010,4,Caffe Latte,Espresso,Regular,124,16,69,55,53,20,410,30,50,70,120,541,Oregon,West,Small Market
11-01-2010,5,Caffe Mocha,Espresso,Regular,138,33,79,59,46,19,411,50,50,80,130,503,Oregon,West,Small Market
11-01-2010,6,Decaf Espresso,Espresso,Decaf,363,108,182,181,74,50,1283,120,170,180,350,503,Oregon,West,Small Market
11-01-2010,8,Chamomile,Herbal Tea,Decaf,325,122,195,130,73,42,1134,120,120,180,300,206,Washington,West,Small Market
11-01-2010,9,Lemon,Herbal Tea,Decaf,115,44,68,47,24,13,834,40,40,60,100,509,Washington,West,Small Market
11-01-2010,11,Darjeeling,Tea,Regular,141,49,88,53,39,16,321,50,30,70,100,425,Washington,West,Small Market
11-01-2010,12,Earl Grey,Tea,Regular,120,34,71,49,37,15,454,30,30,50,80,206,Washington,West,Small Market
11-01-2010,13,Green Tea,Tea,Regular,147,1,86,61,85,55,613,0,40,60,100,206,Washington,West,Small Market
11-01-2010,2,Columbian,Coffee,Regular,156,50,93,63,43,20,446,70,70,110,180,425,Washington,West,Small Market
11-01-2010,3,Decaf Irish Cream,Coffee,Decaf,224,16,130,94,114,85,694,40,110,150,260,253,Washington,West,Small Market
11-01-2010,4,Caffe Latte,Espresso,Regular,52,11,30,22,19,7,570,20,20,30,50,253,Washington,West,Small Market
11-01-2010,5,Caffe Mocha,Espresso,Regular,121,13,67,54,54,20,391,20,50,60,110,425,Washington,West,Small Market
11-01-2010,6,Decaf Espresso,Espresso,Decaf,164,45,89,75,44,23,1063,40,70,80,150,206,Washington,West,Small Market
12-01-2010,11,Darjeeling,Tea,Regular,103,6,57,46,51,17,422,10,30,50,80,303,Colorado,Central,Major Market
12-01-2010,12,Earl Grey,Tea,Regular,116,26,63,53,37,16,1054,20,40,50,90,303,Colorado,Central,Major Market
12-01-2010,13,Green Tea,Tea,Regular,185,66,104,81,38,26,551,60,60,90,150,719,Colorado,Central,Major Market
12-01-2010,8,Chamomile,Herbal Tea,Decaf,306,87,153,153,66,42,1319,80,140,140,280,303,Colorado,Central,Major Market
12-01-2010,9,Lemon,Herbal Tea,Decaf,112,-6,65,47,71,42,521,0,40,60,100,970,Colorado,Central,Major Market
12-01-2010,10,Mint,Herbal Tea,Decaf,127,29,73,54,44,17,424,30,50,60,110,303,Colorado,Central,Major Market
12-01-2010,5,Caffe Mocha,Espresso,Regular,133,53,79,54,26,15,601,90,60,110,170,970,Colorado,Central,Major Market
12-01-2010,6,Decaf Espresso,Espresso,Decaf,168,47,101,67,54,22,677,80,80,130,210,970,Colorado,Central,Major Market
12-01-2010,3,Decaf Irish Cream,Coffee,Decaf,210,88,124,86,36,24,1003,90,80,120,200,720,Colorado,Central,Major Market
12-01-2010,1,Amaretto,Coffee,Regular,302,134,179,123,45,34,959,130,120,170,290,719,Colorado,Central,Major Market
12-01-2010,2,Columbian,Coffee,Regular,99,29,56,43,27,14,531,30,40,50,90,970,Colorado,Central,Major Market
12-01-2010,11,Darjeeling,Tea,Regular,133,53,79,54,26,15,601,50,40,70,110,309,Illinois,Central,Major Market
12-01-2010,12,Earl Grey,Tea,Regular,168,47,101,67,54,22,677,40,50,80,130,630,Illinois,Central,Major Market
12-01-2010,8,Chamomile,Herbal Tea,Decaf,302,133,179,123,46,34,959,130,110,170,280,309,Illinois,Central,Major Market
12-01-2010,9,Lemon,Herbal Tea,Decaf,99,29,56,43,27,14,531,30,40,50,90,773,Illinois,Central,Major Market
12-01-2010,10,Mint,Herbal Tea,Decaf,210,88,124,86,36,24,1003,80,80,110,190,630,Illinois,Central,Major Market
12-01-2010,5,Caffe Mocha,Espresso,Regular,576,216,329,247,113,81,1744,320,310,420,730,815,Illinois,Central,Major Market
12-01-2010,6,Decaf Espresso,Espresso,Decaf,501,157,251,250,94,70,1820,240,320,320,640,630,Illinois,Central,Major Market
12-01-2010,3,Decaf Irish Cream,Coffee,Decaf,312,122,185,127,63,40,830,130,120,180,300,630,Illinois,Central,Major Market
12-01-2010,2,Columbian,Coffee,Regular,534,194,310,224,116,73,1191,190,220,300,520,847,Illinois,Central,Major Market
12-01-2010,11,Darjeeling,Tea,Regular,501,156,251,250,95,70,1820,120,210,200,410,641,Iowa,Central,Small Market
12-01-2010,12,Earl Grey,Tea,Regular,654,216,360,294,144,111,1838,170,240,300,540,641,Iowa,Central,Small Market
12-01-2010,8,Chamomile,Herbal Tea,Decaf,576,216,329,247,113,81,1744,200,230,300,530,641,Iowa,Central,Small Market
12-01-2010,9,Lemon,Herbal Tea,Decaf,312,123,185,127,62,40,830,120,120,170,290,319,Iowa,Central,Small Market
12-01-2010,5,Caffe Mocha,Espresso,Regular,58,17,35,23,18,6,807,40,20,50,70,515,Iowa,Central,Small Market
12-01-2010,6,Decaf Espresso,Espresso,Decaf,43,32,43,0,11,0,344,40,0,50,50,641,Iowa,Central,Small Market
12-01-2010,3,Decaf Irish Cream,Coffee,Decaf,24,-1,14,10,15,3,594,10,0,20,20,319,Iowa,Central,Small Market
12-01-2010,1,Amaretto,Coffee,Regular,41,10,25,16,15,4,851,20,10,30,40,641,Iowa,Central,Small Market
12-01-2010,2,Columbian,Coffee,Regular,69,8,38,31,30,9,1009,10,30,30,60,563,Iowa,Central,Small Market
12-01-2010,11,Darjeeling,Tea,Regular,89,11,51,38,40,12,256,10,30,40,70,573,Missouri,Central,Small Market
12-01-2010,12,Earl Grey,Tea,Regular,45,-16,25,20,41,7,218,-10,10,20,30,573,Missouri,Central,Small Market
12-01-2010,13,Green Tea,Tea,Regular,88,2,49,39,47,14,250,0,30,40,70,636,Missouri,Central,Small Market
12-01-2010,8,Chamomile,Herbal Tea,Decaf,118,-5,69,49,74,44,335,0,40,60,100,417,Missouri,Central,Small Market
12-01-2010,9,Lemon,Herbal Tea,Decaf,160,16,68,92,52,28,1898,20,80,60,140,573,Missouri,Central,Small Market
12-01-2010,5,Caffe Mocha,Espresso,Regular,123,48,73,50,25,14,898,70,60,90,150,314,Missouri,Central,Small Market
12-01-2010,6,Decaf Espresso,Espresso,Decaf,77,27,46,31,19,8,844,50,30,60,90,314,Missouri,Central,Small Market
12-01-2010,3,Decaf Irish Cream,Coffee,Decaf,139,36,76,63,40,19,1075,40,60,70,130,816,Missouri,Central,Small Market
12-01-2010,2,Columbian,Coffee,Regular,153,26,85,68,59,25,619,40,60,90,150,573,Missouri,Central,Small Market
12-01-2010,11,Darjeeling,Tea,Regular,221,72,133,88,61,29,817,70,70,110,180,513,Ohio,Central,Major Market
12-01-2010,12,Earl Grey,Tea,Regular,320,121,186,134,65,41,690,90,110,150,260,740,Ohio,Central,Major Market
12-01-2010,8,Chamomile,Herbal Tea,Decaf,73,25,44,29,19,8,490,30,20,40,60,937,Ohio,Central,Major Market
12-01-2010,9,Lemon,Herbal Tea,Decaf,82,29,49,33,20,9,870,30,30,40,70,330,Ohio,Central,Major Market
12-01-2010,5,Caffe Mocha,Espresso,Regular,306,87,153,153,66,42,1319,140,190,200,390,740,Ohio,Central,Major Market
12-01-2010,6,Decaf Espresso,Espresso,Decaf,103,6,57,46,51,17,422,40,50,80,130,740,Ohio,Central,Major Market
12-01-2010,1,Amaretto,Coffee,Regular,127,29,73,54,44,17,424,40,50,70,120,513,Ohio,Central,Major Market
12-01-2010,2,Columbian,Coffee,Regular,101,24,60,41,36,13,435,20,40,50,90,614,Ohio,Central,Major Market
12-01-2010,3,Decaf Irish Cream,Coffee,Decaf,112,-6,65,47,71,42,521,10,40,70,110,419,Ohio,Central,Major Market
12-01-2010,11,Darjeeling,Tea,Regular,106,28,63,43,35,13,466,20,30,50,80,262,Wisconsin,Central,Small Market
12-01-2010,12,Earl Grey,Tea,Regular,131,-3,76,55,79,49,627,0,40,60,100,920,Wisconsin,Central,Small Market
12-01-2010,8,Chamomile,Herbal Tea,Decaf,107,30,66,41,36,12,320,30,30,60,90,920,Wisconsin,Central,Small Market
12-01-2010,9,Lemon,Herbal Tea,Decaf,85,30,51,34,21,9,863,30,30,40,70,715,Wisconsin,Central,Small Market
12-01-2010,5,Caffe Mocha,Espresso,Regular,176,50,96,80,46,24,1079,80,100,120,220,715,Wisconsin,Central,Small Market
12-01-2010,6,Decaf Espresso,Espresso,Decaf,56,13,32,24,19,7,567,30,30,40,70,262,Wisconsin,Central,Small Market
12-01-2010,1,Amaretto,Coffee,Regular,145,22,80,65,58,24,403,30,60,80,140,715,Wisconsin,Central,Small Market
12-01-2010,2,Columbian,Coffee,Regular,250,20,145,105,125,95,716,30,100,140,240,715,Wisconsin,Central,Small Market
12-01-2010,3,Decaf Irish Cream,Coffee,Decaf,195,57,112,83,55,27,575,70,80,110,190,715,Wisconsin,Central,Small Market
12-01-2010,11,Darjeeling,Tea,Regular,123,47,73,50,26,14,898,50,50,70,120,860,Connecticut,East,Small Market
12-01-2010,13,Green Tea,Tea,Regular,82,28,49,33,21,9,818,40,30,50,80,959,Connecticut,East,Small Market
12-01-2010,9,Lemon,Herbal Tea,Decaf,153,27,85,68,58,25,619,20,50,60,110,475,Connecticut,East,Small Market
12-01-2010,10,Mint,Herbal Tea,Decaf,139,36,76,63,40,19,1075,40,40,60,100,475,Connecticut,East,Small Market
12-01-2010,5,Caffe Mocha,Espresso,Regular,131,-2,76,55,78,49,627,10,50,70,120,475,Connecticut,East,Small Market
12-01-2010,6,Decaf Espresso,Espresso,Decaf,114,21,65,49,44,16,392,40,40,70,110,959,Connecticut,East,Small Market
12-01-2010,2,Columbian,Coffee,Regular,289,105,174,115,69,37,1166,110,100,160,260,203,Connecticut,East,Small Market
12-01-2010,11,Darjeeling,Tea,Regular,75,26,45,30,19,8,882,30,30,40,70,813,Florida,East,Major Market
12-01-2010,13,Green Tea,Tea,Regular,85,30,51,34,21,9,863,40,30,50,80,863,Florida,East,Major Market
12-01-2010,8,Chamomile,Herbal Tea,Decaf,56,12,32,24,20,7,567,20,10,30,40,772,Florida,East,Major Market
12-01-2010,9,Lemon,Herbal Tea,Decaf,145,23,80,65,57,24,403,20,40,60,100,954,Florida,East,Major Market
12-01-2010,10,Mint,Herbal Tea,Decaf,176,50,96,80,46,24,1079,30,60,60,120,561,Florida,East,Major Market
12-01-2010,5,Caffe Mocha,Espresso,Regular,250,21,145,105,124,95,716,30,100,140,240,305,Florida,East,Major Market
12-01-2010,6,Decaf Espresso,Espresso,Decaf,195,58,112,83,54,27,575,70,80,110,190,407,Florida,East,Major Market
12-01-2010,2,Columbian,Coffee,Regular,221,73,133,88,60,29,817,80,70,120,190,754,Florida,East,Major Market
12-01-2010,3,Decaf Irish Cream,Coffee,Decaf,320,122,186,134,64,41,690,110,120,160,280,813,Florida,East,Major Market
12-01-2010,11,Darjeeling,Tea,Regular,82,29,49,33,20,9,870,40,30,50,80,617,Massachusetts,East,Major Market
12-01-2010,13,Green Tea,Tea,Regular,73,25,44,29,19,8,490,30,30,40,70,857,Massachusetts,East,Major Market
12-01-2010,9,Lemon,Herbal Tea,Decaf,103,7,57,46,50,17,422,10,30,40,70,508,Massachusetts,East,Major Market
12-01-2010,5,Caffe Mocha,Espresso,Regular,99,-20,52,47,72,42,571,-10,40,50,90,339,Massachusetts,East,Major Market
12-01-2010,7,Regular Espresso,Espresso,Regular,306,87,153,153,66,42,1319,80,150,140,290,351,Massachusetts,East,Major Market
12-01-2010,2,Columbian,Coffee,Regular,510,390,443,67,53,22,NULL,360,60,390,450,351,Massachusetts,East,Major Market
12-01-2010,11,Darjeeling,Tea,Regular,41,10,25,16,15,4,851,20,10,30,40,603,New Hampshire,East,Small Market
12-01-2010,13,Green Tea,Tea,Regular,43,32,43,0,11,0,344,30,0,40,40,603,New Hampshire,East,Small Market
12-01-2010,9,Lemon,Herbal Tea,Decaf,88,2,49,39,47,14,250,10,20,40,60,603,New Hampshire,East,Small Market
12-01-2010,5,Caffe Mocha,Espresso,Regular,118,-4,69,49,73,44,335,10,40,70,110,603,New Hampshire,East,Small Market
12-01-2010,7,Regular Espresso,Espresso,Regular,45,-16,25,20,41,7,218,0,10,30,40,603,New Hampshire,East,Small Market
12-01-2010,1,Amaretto,Coffee,Regular,127,37,75,52,38,16,327,50,40,70,110,603,New Hampshire,East,Small Market
12-01-2010,2,Columbian,Coffee,Regular,122,28,74,48,46,15,462,30,40,60,100,603,New Hampshire,East,Small Market
12-01-2010,11,Darjeeling,Tea,Regular,210,89,124,86,35,24,1003,90,90,120,210,716,New York,East,Major Market
12-01-2010,12,Earl Grey,Tea,Regular,302,133,179,123,46,34,959,150,120,190,310,718,New York,East,Major Market
12-01-2010,13,Green Tea,Tea,Regular,133,52,79,54,27,15,601,60,50,80,130,518,New York,East,Major Market
12-01-2010,9,Lemon,Herbal Tea,Decaf,747,309,453,294,144,111,1727,210,220,320,540,607,New York,East,Major Market
12-01-2010,10,Mint,Herbal Tea,Decaf,148,-189,-93,241,96,74,5121,-150,180,-80,100,716,New York,East,Major Market
12-01-2010,5,Caffe Mocha,Espresso,Regular,66,-224,-69,135,155,122,3641,-210,130,-70,60,212,New York,East,Major Market
12-01-2010,7,Regular Espresso,Espresso,Regular,657,312,407,250,95,70,723,320,240,400,640,718,New York,East,Major Market
12-01-2010,2,Columbian,Coffee,Regular,699,271,420,279,149,97,2642,250,250,370,620,845,New York,East,Major Market
12-01-2010,2,Columbian,Coffee,Regular,120,46,71,49,25,13,845,70,50,90,140,318,Louisiana,South,Small Market
12-01-2010,3,Decaf Irish Cream,Coffee,Decaf,85,31,51,34,20,9,863,50,40,60,100,225,Louisiana,South,Small Market
12-01-2010,8,Chamomile,Herbal Tea,Decaf,214,77,120,94,43,31,540,70,80,110,190,225,Louisiana,South,Small Market
12-01-2010,9,Lemon,Herbal Tea,Decaf,153,26,85,68,59,25,619,30,60,80,140,985,Louisiana,South,Small Market
12-01-2010,4,Caffe Latte,Espresso,Regular,131,-3,76,55,79,49,NULL,0,40,60,100,985,Louisiana,South,Small Market
12-01-2010,5,Caffe Mocha,Espresso,Regular,107,31,66,41,35,12,320,20,30,50,80,985,Louisiana,South,Small Market
12-01-2010,6,Decaf Espresso,Espresso,Decaf,106,27,63,43,36,13,466,20,30,50,80,225,Louisiana,South,Small Market
12-01-2010,2,Columbian,Coffee,Regular,122,27,74,48,47,15,462,50,50,90,140,505,New Mexico,South,Small Market
12-01-2010,3,Decaf Irish Cream,Coffee,Decaf,160,16,68,92,52,28,1898,40,100,90,190,505,New Mexico,South,Small Market
12-01-2010,8,Chamomile,Herbal Tea,Decaf,41,9,25,16,16,4,851,10,10,20,30,505,New Mexico,South,Small Market
12-01-2010,9,Lemon,Herbal Tea,Decaf,69,7,38,31,31,9,1009,20,20,40,60,505,New Mexico,South,Small Market
12-01-2010,4,Caffe Latte,Espresso,Regular,45,-15,25,20,40,7,NULL,-10,10,20,30,505,New Mexico,South,Small Market
12-01-2010,5,Caffe Mocha,Espresso,Regular,118,-5,69,49,74,44,335,10,30,60,90,505,New Mexico,South,Small Market
12-01-2010,6,Decaf Espresso,Espresso,Decaf,89,12,51,38,39,12,256,0,30,30,60,505,New Mexico,South,Small Market
12-01-2010,2,Columbian,Coffee,Regular,185,66,104,81,38,26,551,100,90,130,220,405,Oklahoma,South,Small Market
12-01-2010,3,Decaf Irish Cream,Coffee,Decaf,82,28,49,33,21,9,870,50,30,60,90,580,Oklahoma,South,Small Market
12-01-2010,8,Chamomile,Herbal Tea,Decaf,145,22,80,65,58,24,403,20,60,70,130,405,Oklahoma,South,Small Market
12-01-2010,9,Lemon,Herbal Tea,Decaf,250,20,145,105,125,95,716,30,90,140,230,580,Oklahoma,South,Small Market
12-01-2010,4,Caffe Latte,Espresso,Regular,320,121,186,134,65,41,NULL,90,100,140,240,918,Oklahoma,South,Small Market
12-01-2010,5,Caffe Mocha,Espresso,Regular,73,24,44,29,20,8,490,20,20,30,50,580,Oklahoma,South,Small Market
12-01-2010,6,Decaf Espresso,Espresso,Decaf,221,72,133,88,61,29,817,60,60,110,170,405,Oklahoma,South,Small Market
12-01-2010,2,Columbian,Coffee,Regular,525,188,284,241,96,74,1321,240,280,340,620,972,Texas,South,Major Market
12-01-2010,3,Decaf Irish Cream,Coffee,Decaf,99,30,56,43,26,14,531,40,50,60,110,682,Texas,South,Major Market
12-01-2010,8,Chamomile,Herbal Tea,Decaf,127,28,73,54,45,17,424,30,50,60,110,469,Texas,South,Major Market
12-01-2010,9,Lemon,Herbal Tea,Decaf,101,24,60,41,36,13,435,30,30,60,90,214,Texas,South,Major Market
12-01-2010,4,Caffe Latte,Espresso,Regular,168,47,101,67,54,22,NULL,30,50,70,120,512,Texas,South,Major Market
12-01-2010,5,Caffe Mocha,Espresso,Regular,302,133,179,123,46,34,959,110,90,140,230,972,Texas,South,Major Market
12-01-2010,6,Decaf Espresso,Espresso,Decaf,133,52,79,54,27,15,601,40,40,60,100,214,Texas,South,Major Market
12-01-2010,8,Chamomile,Herbal Tea,Decaf,127,36,75,52,39,16,327,40,40,70,110,435,Utah,West,Small Market
12-01-2010,9,Lemon,Herbal Tea,Decaf,122,28,74,48,46,15,462,40,40,70,110,801,Utah,West,Small Market
12-01-2010,10,Mint,Herbal Tea,Decaf,160,17,68,92,51,28,1898,20,80,60,140,435,Utah,West,Small Market
12-01-2010,11,Darjeeling,Tea,Regular,118,-4,69,49,73,44,335,0,30,50,80,435,Utah,West,Small Market
12-01-2010,12,Earl Grey,Tea,Regular,89,12,51,38,39,12,256,10,20,40,60,801,Utah,West,Small Market
12-01-2010,13,Green Tea,Tea,Regular,45,-15,25,20,40,7,218,0,10,20,30,435,Utah,West,Small Market
12-01-2010,1,Amaretto,Coffee,Regular,139,36,76,63,40,19,1075,50,70,90,160,435,Utah,West,Small Market
12-01-2010,2,Columbian,Coffee,Regular,114,21,65,49,44,16,392,50,50,80,130,801,Utah,West,Small Market
12-01-2010,3,Decaf Irish Cream,Coffee,Decaf,153,26,85,68,59,25,619,50,80,100,180,435,Utah,West,Small Market
12-01-2010,4,Caffe Latte,Espresso,Regular,77,26,46,31,20,8,844,30,30,40,70,435,Utah,West,Small Market
12-01-2010,5,Caffe Mocha,Espresso,Regular,214,77,120,94,43,31,540,70,90,110,200,435,Utah,West,Small Market
12-01-2010,6,Decaf Espresso,Espresso,Decaf,123,47,73,50,26,14,898,50,40,70,110,435,Utah,West,Small Market
12-01-2010,8,Chamomile,Herbal Tea,Decaf,210,89,124,86,35,24,1003,80,80,110,190,626,California,West,Major Market
12-01-2010,9,Lemon,Herbal Tea,Decaf,525,188,284,241,96,74,1321,170,220,260,480,415,California,West,Major Market
12-01-2010,10,Mint,Herbal Tea,Decaf,99,29,56,43,27,14,531,30,40,50,90,805,California,West,Major Market
12-01-2010,11,Darjeeling,Tea,Regular,302,134,179,123,45,34,959,110,90,130,220,916,California,West,Major Market
12-01-2010,12,Earl Grey,Tea,Regular,133,53,79,54,26,15,601,50,30,60,90,619,California,West,Major Market
12-01-2010,13,Green Tea,Tea,Regular,168,47,101,67,54,22,677,50,40,80,120,213,California,West,Major Market
12-01-2010,1,Amaretto,Coffee,Regular,102,-88,-25,127,63,40,2947,-90,150,-30,120,951,California,West,Major Market
12-01-2010,2,Columbian,Coffee,Regular,699,271,420,279,149,97,2642,350,330,500,830,707,California,West,Major Market
12-01-2010,3,Decaf Irish Cream,Coffee,Decaf,192,-149,-32,224,117,73,4216,-150,260,-40,220,714,California,West,Major Market
12-01-2010,4,Caffe Latte,Espresso,Regular,501,157,251,250,94,70,1820,160,240,240,480,916,California,West,Major Market
12-01-2010,5,Caffe Mocha,Espresso,Regular,322,31,187,135,156,122,940,40,130,180,310,530,California,West,Major Market
12-01-2010,6,Decaf Espresso,Espresso,Decaf,576,216,329,247,113,81,1744,210,240,310,550,209,California,West,Major Market
12-01-2010,8,Chamomile,Herbal Tea,Decaf,322,32,187,135,155,122,940,30,120,170,290,702,Nevada,West,Small Market
12-01-2010,9,Lemon,Herbal Tea,Decaf,534,194,310,224,116,73,1191,170,210,280,490,775,Nevada,West,Small Market
12-01-2010,10,Mint,Herbal Tea,Decaf,312,122,185,127,63,40,830,120,120,170,290,775,Nevada,West,Small Market
12-01-2010,11,Darjeeling,Tea,Regular,576,215,329,247,114,81,1744,150,180,240,420,702,Nevada,West,Small Market
12-01-2010,12,Earl Grey,Tea,Regular,501,157,251,250,94,70,1820,100,180,180,360,702,Nevada,West,Small Market
12-01-2010,13,Green Tea,Tea,Regular,31,-408,-294,294,145,111,8252,-320,210,-210,0,775,Nevada,West,Small Market
